value,node_id,position
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4797,1225
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4888,1226
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5021,1227
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5248,1228
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5341,1229
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5376,1230
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5427,1231
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5473,1232
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:549,1233
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5537,1234
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5545,1235
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5774,1236
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5775,1237
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6135,1238
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6490,1239
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6757,1240
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6986,1241
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6990,1242
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7665,1243
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8607,1244
1969,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8688,1245
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1045,1246
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2036,1247
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2046,1248
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2366,1249
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2459,1250
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2482,1251
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2592,1252
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2593,1253
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2911,1254
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3086,1255
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3353,1256
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3430,1257
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3464,1258
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3515,1259
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3712,1260
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3874,1261
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3937,1262
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4656,1263
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4657,1264
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4680,1265
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4703,1266
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4895,1267
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4937,1268
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5022,1269
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5066,1270
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5096,1271
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5188,1272
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5273,1273
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5291,1274
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5317,1275
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5337,1276
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5379,1277
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:562,1278
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5776,1279
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5777,1280
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5778,1281
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5782,1282
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6081,1283
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6468,1284
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6638,1285
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6698,1286
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7416,1287
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7530,1288
1970,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8853,1289
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1009,1290
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1171,1291
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1534,1292
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1545,1293
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1611,1294
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1612,1295
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2049,1296
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2251,1297
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2414,1298
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2454,1299
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2504,1300
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2553,1301
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2565,1302
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2604,1303
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2654,1304
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2833,1305
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3000,1306
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3174,1307
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3183,1308
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3207,1309
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3361,1310
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3523,1311
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3776,1312
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3807,1313
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3808,1314
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3981,1315
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4542,1316
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4590,1317
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4592,1318
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4689,1319
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4760,1320
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4776,1321
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4858,1322
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4990,1323
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5113,1324
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5289,1325
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5405,1326
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5627,1327
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5779,1328
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5780,1329
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5781,1330
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6060,1331
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6095,1332
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6127,1333
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6246,1334
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6261,1335
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6512,1336
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6611,1337
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7213,1338
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7494,1339
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:854,1340
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:885,1341
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:888,1342
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:9093,1343
1971,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:981,1344
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1594,1345
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1750,1346
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1890,1347
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2048,1348
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2319,1349
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2485,1350
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2489,1351
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2804,1352
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2816,1353
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2850,1354
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2885,1355
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3024,1356
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3067,1357
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3514,1358
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3522,1359
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3527,1360
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3898,1361
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3979,1362
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4057,1363
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4106,1364
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4138,1365
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4223,1366
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4435,1367
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4465,1368
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4706,1369
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4769,1370
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4948,1371
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4985,1372
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5004,1373
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5106,1374
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5299,1375
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5338,1376
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5472,1377
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5525,1378
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5783,1379
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5784,1380
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5785,1381
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6058,1382
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6224,1383
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6322,1384
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6541,1385
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6667,1386
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7087,1387
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:714,1388
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7587,1389
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7856,1390
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:892,1391
1972,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:942,1392
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1008,1393
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1578,1394
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1590,1395
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1714,1396
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2016,1397
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2028,1398
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2043,1399
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2047,1400
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2362,1401
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2421,1402
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2456,1403
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2586,1404
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2589,1405
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2591,1406
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2708,1407
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2931,1408
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2955,1409
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3004,1410
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3006,1411
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3012,1412
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3036,1413
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3746,1414
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3969,1415
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4543,1416
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4572,1417
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4639,1418
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4729,1419
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4745,1420
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4792,1421
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4982,1422
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5009,1423
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5165,1424
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5187,1425
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5287,1426
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5342,1427
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5382,1428
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5786,1429
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5787,1430
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5788,1431
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5792,1432
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5797,1433
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5908,1434
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6077,1435
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6096,1436
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6125,1437
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6471,1438
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6745,1439
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7184,1440
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8342,1441
1973,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:887,1442
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1025,1443
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1051,1444
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1093,1445
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1653,1446
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1787,1447
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1985,1448
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2037,1449
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2040,1450
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2051,1451
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2717,1452
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2755,1453
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2886,1454
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2924,1455
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2944,1456
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2945,1457
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3001,1458
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3009,1459
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3034,1460
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3380,1461
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3767,1462
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3812,1463
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3899,1464
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3934,1465
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3957,1466
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4098,1467
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4133,1468
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4431,1469
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4643,1470
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4693,1471
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4992,1472
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5012,1473
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5060,1474
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5234,1475
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5255,1476
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5262,1477
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5288,1478
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5290,1479
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5584,1480
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5604,1481
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:561,1482
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5667,1483
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5789,1484
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5790,1485
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5791,1486
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5793,1487
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5794,1488
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5795,1489
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5796,1490
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6129,1491
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6514,1492
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6625,1493
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6993,1494
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7175,1495
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7516,1496
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7781,1497
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7860,1498
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:834,1499
1974,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:996,1500
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1075,1501
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1144,1502
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1496,1503
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1786,1504
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1841,1505
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1876,1506
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2148,1507
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2206,1508
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2278,1509
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2324,1510
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2411,1511
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2510,1512
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2707,1513
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2742,1514
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2790,1515
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3069,1516
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3096,1517
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3261,1518
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3977,1519
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4076,1520
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4077,1521
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4108,1522
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4174,1523
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4199,1524
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4433,1525
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4960,1526
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5023,1527
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5090,1528
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5204,1529
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5298,1530
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5328,1531
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5396,1532
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5402,1533
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5538,1534
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5589,1535
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5798,1536
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5799,1537
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5800,1538
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5801,1539
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5802,1540
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6029,1541
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6040,1542
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6212,1543
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7085,1544
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8024,1545
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:830,1546
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:832,1547
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:921,1548
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:931,1549
1975,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:970,1550
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1104,1551
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1108,1552
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1113,1553
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:118,1554
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1535,1555
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1595,1556
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1674,1557
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1749,1558
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1896,1559
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2044,1560
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2303,1561
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2660,1562
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2713,1563
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2817,1564
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2821,1565
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2856,1566
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2901,1567
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2997,1568
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3208,1569
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3710,1570
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3854,1571
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3911,1572
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3988,1573
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4183,1574
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4518,1575
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4562,1576
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:461,1577
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4644,1578
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4704,1579
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4766,1580
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4828,1581
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4836,1582
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5030,1583
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5132,1584
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5292,1585
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5305,1586
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5625,1587
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5668,1588
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5803,1589
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5804,1590
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5805,1591
1976,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6041,1592
